ID_Vente,CleDate,ID_Pharmacie,ID_Produit,UnitesVendues,RevenuEUR,CoutEUR,MargeEUR,Promo
V0029896,20220912,PH0002,PR0125,10,426.8,147.0,279.8,Non
V0029897,20211021,PH0058,PR0145,6,66.6,93.66,-27.06,Non
V0029898,20210823,PH0031,PR0109,9,79.38,110.07,-30.69,Non
V0029899,20231119,PH0032,PR0081,5,104.3,97.1,7.2,Non
V0029900,20230815,PH0063,PR0103,2,43.8,49.12,-5.32,Non
V0029901,20230820,PH0029,PR0068,14,242.9,275.94,-33.04,Oui
V0029902,20200306,PH0013,PR0045,11,516.12,173.36,342.76,Non
V0029903,20220928,PH0048,PR0118,6,250.8,86.46,164.34,Non
V0029904,20231122,PH0061,PR0004,7,275.87,37.73,238.14,Oui
V0029905,20230902,PH0067,PR0133,5,229.1,98.15,130.95,Non
V0029906,20211221,PH0012,PR0132,9,45.45,189.99,-144.54,Non
V0029907,20210905,PH0076,PR0035,3,134.49,84.36,50.13,Oui
V0029908,20201030,PH0038,PR0070,9,196.29,224.28,-27.99,Non
V0029909,20210120,PH0044,PR0133,14,641.48,274.82,366.66,Oui
V0029910,20220103,PH0042,PR0075,15,412.2,168.75,243.45,Oui
V0029911,20230209,PH0021,PR0023,12,588.36,107.04,481.32,Non
V0029912,20201231,PH0025,PR0089,11,61.82,205.15,-143.33,Non
V0029913,20230202,PH0010,PR0072,2,77.42,22.44,54.98,Non
V0029914,20200130,PH0054,PR0036,13,428.74,220.74,208.0,Non
V0029915,20200220,PH0036,PR0128,19,894.33,382.85,511.48,Oui
V0029916,20210302,PH0023,PR0010,19,862.41,180.69,681.72,Non
V0029917,20210718,PH0060,PR0039,12,304.2,353.4,-49.2,Oui
V0029918,20210503,PH0027,PR0008,13,476.32,225.68,250.64,Non
V0029919,20200331,PH0023,PR0012,5,242.45,138.35,104.1,Non
V0029920,20201002,PH0039,PR0105,20,176.0,458.0,-282.0,Oui
V0029921,20220808,PH0039,PR0001,19,539.41,508.06,31.35,Non
V0029922,20231215,PH0062,PR0100,15,99.9,253.35,-153.45,Oui
V0029923,20230202,PH0029,PR0068,15,260.25,295.65,-35.4,Oui
V0029924,20221129,PH0015,PR0074,10,410.2,97.9,312.3,Non
V0029925,20210118,PH0004,PR0037,3,119.01,70.02,48.99,Oui
V0029926,20231204,PH0055,PR0013,1,14.14,4.99,9.15,Non
V0029927,20210913,PH0059,PR0089,18,101.16,335.7,-234.54,Non
V0029928,20201216,PH0077,PR0087,1,20.87,27.7,-6.83,Oui
V0029929,20200502,PH0023,PR0132,9,45.45,189.99,-144.54,Non
V0029930,20230402,PH0063,PR0080,12,592.8,112.44,480.36,Oui
V0029931,20200412,PH0008,PR0051,20,591.4,499.4,92.0,Oui
V0029932,20221227,PH0017,PR0028,17,235.11,288.83,-53.72,Oui
V0029933,20210308,PH0013,PR0113,14,289.1,215.46,73.64,Non
V0029934,20230916,PH0076,PR0001,15,425.85,401.1,24.75,Oui
V0029935,20201106,PH0046,PR0128,4,188.28,80.6,107.68,Oui
V0029936,20230408,PH0003,PR0029,11,441.1,144.43,296.67,Oui
V0029937,20200223,PH0033,PR0145,6,66.6,93.66,-27.06,Oui
V0029938,20230308,PH0016,PR0011,9,420.39,194.94,225.45,Oui
V0029939,20210730,PH0054,PR0148,5,62.35,86.15,-23.8,Non
V0029940,20200315,PH0080,PR0018,11,430.43,134.97,295.46,Oui
V0029941,20220424,PH0069,PR0018,18,704.34,220.86,483.48,Non
V0029942,20230223,PH0080,PR0067,10,378.6,68.8,309.8,Non
V0029943,20200220,PH0014,PR0061,12,371.76,290.88,80.88,Oui
V0029944,20231007,PH0033,PR0071,19,642.2,91.77,550.43,Oui
V0029945,20231030,PH0066,PR0059,19,682.48,123.5,558.98,Non
V0029946,20230820,PH0074,PR0104,11,161.15,146.96,14.19,Non
V0029947,20221028,PH0004,PR0127,7,60.41,94.43,-34.02,Oui
V0029948,20210928,PH0041,PR0002,13,265.07,232.83,32.24,Oui
V0029949,20210910,PH0006,PR0036,11,362.78,186.78,176.0,Oui
V0029950,20220520,PH0007,PR0051,10,295.7,249.7,46.0,Non
V0029951,20200106,PH0069,PR0093,3,59.46,62.34,-2.88,Oui
V0029952,20220718,PH0070,PR0001,14,397.46,374.36,23.1,Non
V0029953,20200125,PH0068,PR0077,15,559.35,150.15,409.2,Oui
V0029954,20230807,PH0061,PR0097,10,325.2,286.9,38.3,Non
V0029955,20200410,PH0015,PR0093,19,376.58,394.82,-18.24,Oui
V0029956,20200122,PH0009,PR0114,10,84.9,77.4,7.5,Non
V0029957,20220815,PH0027,PR0125,2,85.36,29.4,55.96,Oui
V0029958,20200129,PH0049,PR0050,11,209.11,122.87,86.24,Non
V0029959,20210513,PH0040,PR0056,16,117.92,218.72,-100.8,Oui
V0029960,20210408,PH0023,PR0077,14,522.06,140.14,381.92,Non
V0029961,20210904,PH0010,PR0120,11,179.41,38.83,140.58,Oui
V0029962,20230717,PH0055,PR0116,14,317.38,314.02,3.36,Oui
V0029963,20210228,PH0023,PR0043,6,120.12,149.22,-29.1,Oui
V0029964,20210707,PH0032,PR0061,14,433.72,339.36,94.36,Oui
V0029965,20221223,PH0005,PR0042,3,44.61,37.56,7.05,Oui
V0029966,20201023,PH0078,PR0037,18,714.06,420.12,293.94,Oui
V0029967,20230223,PH0037,PR0034,18,636.66,415.98,220.68,Oui
V0029968,20231120,PH0002,PR0059,10,359.2,65.0,294.2,Oui
V0029969,20200902,PH0041,PR0032,16,187.68,261.6,-73.92,Oui
V0029970,20220910,PH0011,PR0038,18,448.2,487.8,-39.6,Oui
V0029971,20210529,PH0067,PR0007,8,236.8,31.44,205.36,Non
V0029972,20220704,PH0057,PR0023,14,686.42,124.88,561.54,Non
V0029973,20210518,PH0049,PR0110,8,103.28,73.68,29.6,Non
V0029974,20200520,PH0051,PR0031,17,152.66,277.27,-124.61,Oui
V0029975,20230302,PH0043,PR0149,5,96.0,92.9,3.1,Non
V0029976,20200418,PH0012,PR0053,12,565.56,350.4,215.16,Oui
V0029977,20210617,PH0027,PR0008,6,219.84,104.16,115.68,Oui
V0029978,20210805,PH0019,PR0116,8,181.36,179.44,1.92,Non
V0029979,20231218,PH0065,PR0122,1,29.44,22.64,6.8,Oui
V0029980,20200714,PH0028,PR0027,8,362.08,95.44,266.64,Non
V0029981,20210505,PH0044,PR0102,7,186.9,209.51,-22.61,Oui
V0029982,20220303,PH0031,PR0139,14,263.48,393.82,-130.34,Non
V0029983,20220927,PH0060,PR0044,4,120.48,26.8,93.68,Non
V0029984,20230801,PH0007,PR0063,14,510.02,87.22,422.8,Non
V0029985,20231118,PH0004,PR0009,1,40.19,22.38,17.81,Oui
V0029986,20231012,PH0059,PR0130,12,426.0,118.68,307.32,Oui
V0029987,20221117,PH0067,PR0111,9,362.79,30.42,332.37,Non
V0029988,20230803,PH0047,PR0081,8,166.88,155.36,11.52,Oui
V0029989,20221116,PH0046,PR0049,4,21.04,102.16,-81.12,Oui
V0029990,20200803,PH0014,PR0089,9,50.58,167.85,-117.27,Oui
V0029991,20230618,PH0051,PR0059,8,287.36,52.0,235.36,Non
V0029992,20200102,PH0044,PR0053,18,848.34,525.6,322.74,Oui
V0029993,20230925,PH0077,PR0144,3,139.92,18.45,121.47,Non
V0029994,20210111,PH0014,PR0077,17,633.93,170.17,463.76,Oui
V0029995,20200625,PH0077,PR0059,1,35.92,6.5,29.42,Non
V0029996,20230407,PH0060,PR0124,6,66.48,77.7,-11.22,Oui
V0029997,20200316,PH0011,PR0065,18,261.0,452.34,-191.34,Oui
V0029998,20220821,PH0075,PR0111,19,765.89,64.22,701.67,Non
V0029999,20201015,PH0067,PR0129,3,109.23,49.32,59.91,Oui
V0030000,20221102,PH0031,PR0019,3,68.88,73.89,-5.01,Non
V0030001,20210916,PH0063,PR0122,19,559.36,430.16,129.2,Non
V0030002,20200210,PH0012,PR0034,13,459.81,300.43,159.38,Non
V0030003,20220514,PH0015,PR0103,1,21.9,24.56,-2.66,Oui
V0030004,20220210,PH0067,PR0006,2,53.62,10.88,42.74,Non
V0030005,20210509,PH0039,PR0029,6,240.6,78.78,161.82,Oui
V0030006,20230722,PH0060,PR0053,18,848.34,525.6,322.74,Oui
V0030007,20210726,PH0055,PR0042,18,267.66,225.36,42.3,Oui
V0030008,20211025,PH0028,PR0013,11,155.54,54.89,100.65,Non
V0030009,20230103,PH0062,PR0138,19,516.23,569.62,-53.39,Oui
V0030010,20230425,PH0021,PR0094,3,39.54,73.86,-34.32,Non
V0030011,20220508,PH0017,PR0059,4,143.68,26.0,117.68,Oui
V0030012,20200203,PH0062,PR0062,17,797.3,386.24,411.06,Non
V0030013,20220206,PH0036,PR0110,12,154.92,110.52,44.4,Oui
V0030014,20230217,PH0053,PR0042,8,118.96,100.16,18.8,Oui
V0030015,20200418,PH0057,PR0078,1,8.66,7.71,0.95,Non
V0030016,20201010,PH0054,PR0030,20,710.2,254.2,456.0,Non
V0030017,20221102,PH0063,PR0048,7,332.15,50.26,281.89,Oui
V0030018,20211027,PH0066,PR0031,15,134.7,244.65,-109.95,Non
V0030019,20210420,PH0073,PR0083,9,445.23,90.27,354.96,Oui
V0030020,20210324,PH0070,PR0048,20,949.0,143.6,805.4,Oui
V0030021,20210527,PH0012,PR0037,10,396.7,233.4,163.3,Non
V0030022,20230616,PH0052,PR0125,20,853.6,294.0,559.6,Non
V0030023,20221201,PH0012,PR0053,20,942.6,584.0,358.6,Non
V0030024,20200726,PH0044,PR0135,6,250.74,138.54,112.2,Non
V0030025,20200803,PH0017,PR0135,11,459.69,253.99,205.7,Non
V0030026,20200720,PH0080,PR0047,7,92.4,70.42,21.98,Oui
V0030027,20221120,PH0080,PR0122,1,29.44,22.64,6.8,Non
V0030028,20220915,PH0034,PR0003,19,601.73,513.76,87.97,Oui
V0030029,20231229,PH0011,PR0142,15,449.25,281.55,167.7,Non
V0030030,20231222,PH0008,PR0054,2,86.7,30.36,56.34,Oui
V0030031,20221216,PH0001,PR0123,16,386.24,432.8,-46.56,Non
V0030032,20210130,PH0074,PR0026,4,153.48,64.68,88.8,Oui
V0030033,20221125,PH0021,PR0123,17,410.38,459.85,-49.47,Non
V0030034,20211022,PH0032,PR0115,7,284.76,122.29,162.47,Non
V0030035,20220720,PH0048,PR0003,17,538.39,459.68,78.71,Oui
V0030036,20220926,PH0030,PR0061,4,123.92,96.96,26.96,Non
V0030037,20230208,PH0010,PR0111,12,483.72,40.56,443.16,Oui
V0030038,20220505,PH0058,PR0089,1,5.62,18.65,-13.03,Oui
V0030039,20230803,PH0023,PR0063,8,291.44,49.84,241.6,Oui
V0030040,20210408,PH0080,PR0101,11,139.59,254.76,-115.17,Oui
V0030041,20200211,PH0033,PR0128,10,470.7,201.5,269.2,Oui
V0030042,20230816,PH0013,PR0130,13,461.5,128.57,332.93,Oui
V0030043,20220708,PH0006,PR0049,7,36.82,178.78,-141.96,Oui
V0030044,20210318,PH0068,PR0041,13,620.36,204.88,415.48,Oui
V0030045,20220118,PH0017,PR0102,15,400.5,448.95,-48.45,Oui
V0030046,20230331,PH0018,PR0094,20,263.6,492.4,-228.8,Oui
V0030047,20211105,PH0026,PR0130,17,603.5,168.13,435.37,Oui
V0030048,20200418,PH0079,PR0100,7,46.62,118.23,-71.61,Oui
V0030049,20220928,PH0039,PR0005,7,295.4,108.15,187.25,Non
V0030050,20230707,PH0073,PR0067,6,227.16,41.28,185.88,Oui
V0030051,20210219,PH0062,PR0130,19,674.5,187.91,486.59,Oui
V0030052,20220206,PH0074,PR0087,9,187.83,249.3,-61.47,Non
V0030053,20200926,PH0025,PR0129,3,109.23,49.32,59.91,Non
V0030054,20210708,PH0035,PR0108,17,268.09,115.09,153.0,Non
V0030055,20211008,PH0031,PR0102,8,213.6,239.44,-25.84,Non
V0030056,20230629,PH0002,PR0066,1,38.02,24.14,13.88,Non
V0030057,20200530,PH0050,PR0108,5,78.85,33.85,45.0,Non
V0030058,20220916,PH0067,PR0045,12,563.04,189.12,373.92,Oui
V0030059,20200320,PH0026,PR0148,16,199.52,275.68,-76.16,Non
V0030060,20201110,PH0076,PR0015,3,26.49,26.16,0.33,Oui
V0030061,20220922,PH0030,PR0039,3,76.05,88.35,-12.3,Non
V0030062,20211230,PH0019,PR0108,11,173.47,74.47,99.0,Non
V0030063,20230618,PH0033,PR0030,11,390.61,139.81,250.8,Non
V0030064,20211228,PH0022,PR0055,7,48.58,130.76,-82.18,Non
V0030065,20211101,PH0036,PR0087,16,333.92,443.2,-109.28,Oui
V0030066,20200415,PH0029,PR0048,20,949.0,143.6,805.4,Non
V0030067,20221103,PH0046,PR0102,5,133.5,149.65,-16.15,Oui
V0030068,20230910,PH0023,PR0034,17,601.29,392.87,208.42,Oui
V0030069,20220503,PH0057,PR0010,18,817.02,171.18,645.84,Oui
V0030070,20230324,PH0075,PR0122,17,500.48,384.88,115.6,Non
V0030071,20230630,PH0032,PR0049,11,57.86,280.94,-223.08,Non
V0030072,20200520,PH0059,PR0139,6,112.92,168.78,-55.86,Non
V0030073,20221002,PH0025,PR0071,3,101.4,14.49,86.91,Non
V0030074,20221127,PH0019,PR0053,12,565.56,350.4,215.16,Oui
V0030075,20200521,PH0027,PR0134,2,18.22,36.88,-18.66,Oui
V0030076,20210323,PH0045,PR0105,7,61.6,160.3,-98.7,Oui
V0030077,20221223,PH0026,PR0049,11,57.86,280.94,-223.08,Oui
V0030078,20231225,PH0040,PR0090,14,473.06,319.48,153.58,Non
V0030079,20201004,PH0002,PR0002,11,224.29,197.01,27.28,Non
V0030080,20220211,PH0064,PR0091,7,82.46,89.46,-7.0,Oui
V0030081,20210705,PH0050,PR0084,8,86.4,166.0,-79.6,Non
V0030082,20200721,PH0016,PR0033,20,677.8,530.2,147.6,Non
V0030083,20220903,PH0053,PR0036,6,197.88,101.88,96.0,Oui
V0030084,20230413,PH0004,PR0143,18,282.6,245.52,37.08,Non
V0030085,20211217,PH0031,PR0052,1,46.77,14.72,32.05,Non
V0030086,20220326,PH0006,PR0140,9,185.13,254.16,-69.03,Oui
V0030087,20200912,PH0021,PR0063,15,546.45,93.45,453.0,Non
V0030088,20230621,PH0057,PR0107,1,11.75,24.25,-12.5,Oui
V0030089,20230108,PH0070,PR0050,4,76.04,44.68,31.36,Oui
V0030090,20230408,PH0062,PR0122,10,294.4,226.4,68.0,Oui
V0030091,20200208,PH0066,PR0032,1,11.73,16.35,-4.62,Non
V0030092,20200507,PH0042,PR0019,12,275.52,295.56,-20.04,Oui
V0030093,20210212,PH0024,PR0007,8,236.8,31.44,205.36,Oui
V0030094,20210531,PH0010,PR0084,12,129.6,249.0,-119.4,Oui
V0030095,20200121,PH0063,PR0038,13,323.7,352.3,-28.6,Non
V0030096,20220421,PH0018,PR0030,9,319.59,114.39,205.2,Non
V0030097,20220404,PH0071,PR0111,19,765.89,64.22,701.67,Oui
V0030098,20230716,PH0075,PR0063,4,145.72,24.92,120.8,Oui
V0030099,20230214,PH0078,PR0085,4,175.36,111.0,64.36,Oui
V0030100,20230321,PH0077,PR0107,8,94.0,194.0,-100.0,Oui
V0030101,20200826,PH0074,PR0149,14,268.8,260.12,8.68,Oui
V0030102,20220112,PH0054,PR0043,16,320.32,397.92,-77.6,Oui
V0030103,20231205,PH0078,PR0084,16,172.8,332.0,-159.2,Oui
V0030104,20210806,PH0023,PR0036,3,98.94,50.94,48.0,Oui
V0030105,20200914,PH0061,PR0145,10,111.0,156.1,-45.1,Non
V0030106,20211023,PH0048,PR0025,5,145.2,54.4,90.8,Non
V0030107,20200630,PH0030,PR0146,5,248.8,69.3,179.5,Oui
V0030108,20211130,PH0029,PR0015,4,35.32,34.88,0.44,Non
V0030109,20200711,PH0069,PR0126,18,171.36,120.06,51.3,Oui
V0030110,20220616,PH0080,PR0057,4,150.32,23.04,127.28,Non
V0030111,20220618,PH0034,PR0034,16,565.92,369.76,196.16,Non
V0030112,20231214,PH0015,PR0143,5,78.5,68.2,10.3,Non
V0030113,20231016,PH0019,PR0011,6,280.26,129.96,150.3,Oui
V0030114,20200119,PH0053,PR0148,12,149.64,206.76,-57.12,Oui
V0030115,20200902,PH0065,PR0135,3,125.37,69.27,56.1,Non
V0030116,20210421,PH0074,PR0141,13,238.42,367.9,-129.48,Non
V0030117,20230126,PH0015,PR0113,5,103.25,76.95,26.3,Non
V0030118,20201022,PH0015,PR0086,15,522.15,188.7,333.45,Oui
V0030119,20221108,PH0027,PR0079,8,279.92,203.2,76.72,Oui
V0030120,20210925,PH0057,PR0073,4,142.04,44.0,98.04,Oui
V0030121,20230226,PH0025,PR0063,2,72.86,12.46,60.4,Oui
V0030122,20220810,PH0043,PR0103,1,21.9,24.56,-2.66,Oui
V0030123,20200314,PH0066,PR0150,1,31.07,3.83,27.24,Non
V0030124,20210831,PH0006,PR0018,20,782.6,245.4,537.2,Oui
V0030125,20201223,PH0050,PR0055,2,13.88,37.36,-23.48,Oui
V0030126,20230202,PH0059,PR0096,7,309.96,115.57,194.39,Oui
V0030127,20230116,PH0066,PR0092,19,646.0,382.09,263.91,Non
V0030128,20230317,PH0067,PR0065,2,29.0,50.26,-21.26,Non
V0030129,20230715,PH0064,PR0110,11,142.01,101.31,40.7,Non
V0030130,20220902,PH0053,PR0069,3,136.29,30.21,106.08,Non
V0030131,20210613,PH0038,PR0007,15,444.0,58.95,385.05,Non
V0030132,20231016,PH0058,PR0090,19,642.01,433.58,208.43,Non
V0030133,20200916,PH0080,PR0036,13,428.74,220.74,208.0,Oui
V0030134,20221205,PH0024,PR0102,15,400.5,448.95,-48.45,Oui
V0030135,20220909,PH0003,PR0024,20,323.0,129.2,193.8,Non
V0030136,20200101,PH0025,PR0107,19,223.25,460.75,-237.5,Non
V0030137,20201029,PH0017,PR0038,17,423.3,460.7,-37.4,Non
V0030138,20230513,PH0012,PR0020,13,395.98,101.66,294.32,Non
V0030139,20200124,PH0044,PR0147,9,63.09,242.37,-179.28,Oui
V0030140,20220522,PH0037,PR0037,12,476.04,280.08,195.96,Non
V0030141,20220817,PH0078,PR0033,7,237.23,185.57,51.66,Oui
V0030142,20231201,PH0059,PR0036,12,395.76,203.76,192.0,Non
V0030143,20230327,PH0038,PR0053,18,848.34,525.6,322.74,Non
V0030144,20230606,PH0020,PR0088,7,280.98,180.81,100.17,Oui
V0030145,20230102,PH0055,PR0150,4,124.28,15.32,108.96,Non
V0030146,20200113,PH0017,PR0072,9,348.39,100.98,247.41,Non
V0030147,20200811,PH0048,PR0139,20,376.4,562.6,-186.2,Non
V0030148,20210119,PH0048,PR0020,17,517.82,132.94,384.88,Oui
V0030149,20220313,PH0068,PR0023,10,490.3,89.2,401.1,Oui
V0030150,20210215,PH0064,PR0084,10,108.0,207.5,-99.5,Oui
V0030151,20201224,PH0054,PR0109,13,114.66,158.99,-44.33,Oui
V0030152,20200726,PH0074,PR0014,2,87.14,26.0,61.14,Non
V0030153,20230306,PH0007,PR0049,16,84.16,408.64,-324.48,Non
V0030154,20220322,PH0073,PR0143,20,314.0,272.8,41.2,Oui
V0030155,20220505,PH0023,PR0005,20,844.0,309.0,535.0,Non
V0030156,20200212,PH0075,PR0094,13,171.34,320.06,-148.72,Oui
V0030157,20220422,PH0034,PR0060,11,72.38,287.98,-215.6,Non
V0030158,20210412,PH0025,PR0076,7,118.51,97.72,20.79,Oui
V0030159,20210911,PH0036,PR0126,17,161.84,113.39,48.45,Non
V0030160,20200710,PH0064,PR0008,17,622.88,295.12,327.76,Non
V0030161,20221204,PH0019,PR0027,8,362.08,95.44,266.64,Non
V0030162,20210116,PH0057,PR0036,13,428.74,220.74,208.0,Oui
V0030163,20200411,PH0055,PR0053,1,47.13,29.2,17.93,Oui
V0030164,20211129,PH0040,PR0009,10,401.9,223.8,178.1,Oui
V0030165,20210413,PH0077,PR0052,16,748.32,235.52,512.8,Oui
V0030166,20230720,PH0074,PR0053,3,141.39,87.6,53.79,Non
V0030167,20210505,PH0030,PR0081,7,146.02,135.94,10.08,Non
V0030168,20200331,PH0060,PR0056,11,81.07,150.37,-69.3,Non
V0030169,20230430,PH0003,PR0150,10,310.7,38.3,272.4,Non
V0030170,20220801,PH0044,PR0109,6,52.92,73.38,-20.46,Non
V0030171,20230323,PH0058,PR0059,14,502.88,91.0,411.88,Non
V0030172,20220114,PH0008,PR0023,5,245.15,44.6,200.55,Non
V0030173,20210402,PH0039,PR0135,12,501.48,277.08,224.4,Non
V0030174,20220621,PH0018,PR0028,10,138.3,169.9,-31.6,Oui
V0030175,20220730,PH0022,PR0047,4,52.8,40.24,12.56,Oui
V0030176,20230116,PH0044,PR0063,1,36.43,6.23,30.2,Non
V0030177,20200608,PH0041,PR0069,3,136.29,30.21,106.08,Oui
V0030178,20210612,PH0054,PR0094,10,131.8,246.2,-114.4,Non
V0030179,20200416,PH0031,PR0072,6,232.26,67.32,164.94,Oui
V0030180,20220310,PH0065,PR0005,12,506.4,185.4,321.0,Oui
V0030181,20230529,PH0041,PR0047,1,13.2,10.06,3.14,Non
V0030182,20221007,PH0074,PR0088,1,40.14,25.83,14.31,Oui
V0030183,20220706,PH0026,PR0141,20,366.8,566.0,-199.2,Non
V0030184,20230608,PH0056,PR0141,20,366.8,566.0,-199.2,Non
V0030185,20231027,PH0078,PR0065,15,217.5,376.95,-159.45,Non
V0030186,20221228,PH0047,PR0028,4,55.32,67.96,-12.64,Oui
V0030187,20220419,PH0027,PR0136,10,79.0,295.5,-216.5,Non
V0030188,20221023,PH0054,PR0122,8,235.52,181.12,54.4,Oui
V0030189,20220708,PH0058,PR0150,18,559.26,68.94,490.32,Non
V0030190,20200705,PH0034,PR0021,13,258.05,127.4,130.65,Non
V0030191,20221102,PH0068,PR0109,6,52.92,73.38,-20.46,Non
V0030192,20210305,PH0029,PR0092,17,578.0,341.87,236.13,Oui
V0030193,20220104,PH0039,PR0069,1,45.43,10.07,35.36,Non
V0030194,20220909,PH0042,PR0024,8,129.2,51.68,77.52,Non
V0030195,20200421,PH0036,PR0103,16,350.4,392.96,-42.56,Oui
V0030196,20230508,PH0040,PR0048,8,379.6,57.44,322.16,Oui
V0030197,20231024,PH0034,PR0129,1,36.41,16.44,19.97,Oui
V0030198,20210602,PH0079,PR0145,1,11.1,15.61,-4.51,Oui
V0030199,20220730,PH0006,PR0011,9,420.39,194.94,225.45,Oui
V0030200,20230609,PH0046,PR0091,5,58.9,63.9,-5.0,Non
V0030201,20221220,PH0061,PR0139,16,301.12,450.08,-148.96,Non
V0030202,20230412,PH0019,PR0107,3,35.25,72.75,-37.5,Oui
V0030203,20230530,PH0064,PR0029,11,441.1,144.43,296.67,Non
V0030204,20210520,PH0053,PR0016,20,471.0,262.8,208.2,Non
V0030205,20210426,PH0055,PR0050,8,152.08,89.36,62.72,Non
V0030206,20200714,PH0079,PR0127,8,69.04,107.92,-38.88,Non
V0030207,20200924,PH0063,PR0083,7,346.29,70.21,276.08,Non
V0030208,20220213,PH0039,PR0007,15,444.0,58.95,385.05,Non
V0030209,20200308,PH0033,PR0012,14,678.86,387.38,291.48,Oui
V0030210,20231114,PH0064,PR0107,7,82.25,169.75,-87.5,Non
V0030211,20201012,PH0062,PR0073,2,71.02,22.0,49.02,Oui
V0030212,20220126,PH0024,PR0087,17,354.79,470.9,-116.11,Non
V0030213,20211025,PH0073,PR0079,7,244.93,177.8,67.13,Non
V0030214,20220509,PH0052,PR0136,12,94.8,354.6,-259.8,Oui
V0030215,20230111,PH0015,PR0021,4,79.4,39.2,40.2,Oui
V0030216,20210511,PH0054,PR0025,9,261.36,97.92,163.44,Oui
V0030217,20200524,PH0010,PR0075,17,467.16,191.25,275.91,Non
V0030218,20230424,PH0001,PR0094,17,224.06,418.54,-194.48,Non
V0030219,20220130,PH0078,PR0015,18,158.94,156.96,1.98,Oui
V0030220,20231021,PH0067,PR0107,6,70.5,145.5,-75.0,Non
V0030221,20220706,PH0008,PR0110,8,103.28,73.68,29.6,Non
V0030222,20220521,PH0049,PR0103,4,87.6,98.24,-10.64,Oui
V0030223,20230917,PH0050,PR0133,20,916.4,392.6,523.8,Non
V0030224,20221119,PH0001,PR0037,8,317.36,186.72,130.64,Oui
V0030225,20200720,PH0077,PR0004,3,118.23,16.17,102.06,Non
V0030226,20200305,PH0042,PR0014,4,174.28,52.0,122.28,Oui
V0030227,20231120,PH0048,PR0037,4,158.68,93.36,65.32,Oui
V0030228,20200817,PH0041,PR0122,4,117.76,90.56,27.2,Non
V0030229,20210523,PH0035,PR0017,16,608.48,384.48,224.0,Non
V0030230,20230815,PH0038,PR0010,4,181.56,38.04,143.52,Oui
V0030231,20230419,PH0035,PR0003,17,538.39,459.68,78.71,Non
V0030232,20230210,PH0013,PR0087,7,146.09,193.9,-47.81,Non
V0030233,20210627,PH0080,PR0087,1,20.87,27.7,-6.83,Oui
V0030234,20211030,PH0073,PR0075,8,219.84,90.0,129.84,Oui
V0030235,20200801,PH0038,PR0129,15,546.15,246.6,299.55,Oui
V0030236,20210902,PH0078,PR0095,5,88.4,139.95,-51.55,Oui
V0030237,20200406,PH0008,PR0047,2,26.4,20.12,6.28,Oui
V0030238,20210311,PH0014,PR0065,5,72.5,125.65,-53.15,Non
V0030239,20200708,PH0066,PR0074,12,492.24,117.48,374.76,Non
V0030240,20220118,PH0068,PR0119,10,279.9,66.3,213.6,Oui
V0030241,20220228,PH0012,PR0143,1,15.7,13.64,2.06,Non
V0030242,20220330,PH0041,PR0131,10,415.3,194.3,221.0,Oui
V0030243,20200129,PH0035,PR0075,7,192.36,78.75,113.61,Non
V0030244,20231209,PH0037,PR0080,18,889.2,168.66,720.54,Non
V0030245,20231101,PH0080,PR0048,13,616.85,93.34,523.51,Oui
V0030246,20230322,PH0042,PR0033,7,237.23,185.57,51.66,Oui
V0030247,20211121,PH0024,PR0149,16,307.2,297.28,9.92,Oui
V0030248,20220602,PH0077,PR0106,8,392.8,28.4,364.4,Oui
V0030249,20210525,PH0070,PR0122,11,323.84,249.04,74.8,Oui
V0030250,20220730,PH0058,PR0129,14,509.74,230.16,279.58,Oui
V0030251,20230107,PH0027,PR0123,4,96.56,108.2,-11.64,Oui
V0030252,20231205,PH0029,PR0027,19,859.94,226.67,633.27,Oui
V0030253,20220926,PH0033,PR0007,13,384.8,51.09,333.71,Non
V0030254,20220824,PH0074,PR0002,17,346.63,304.47,42.16,Non
V0030255,20230914,PH0068,PR0053,16,754.08,467.2,286.88,Oui
V0030256,20220805,PH0022,PR0075,4,109.92,45.0,64.92,Oui
V0030257,20230426,PH0007,PR0039,1,25.35,29.45,-4.1,Oui
V0030258,20220917,PH0010,PR0102,18,480.6,538.74,-58.14,Non
V0030259,20200813,PH0017,PR0041,15,715.8,236.4,479.4,Oui
V0030260,20200128,PH0008,PR0086,19,661.39,239.02,422.37,Oui
V0030261,20220713,PH0033,PR0029,7,280.7,91.91,188.79,Non
V0030262,20210722,PH0005,PR0096,5,221.4,82.55,138.85,Oui
V0030263,20220918,PH0050,PR0132,19,95.95,401.09,-305.14,Oui
V0030264,20221010,PH0065,PR0015,6,52.98,52.32,0.66,Non
V0030265,20230504,PH0040,PR0032,17,199.41,277.95,-78.54,Non
V0030266,20230729,PH0033,PR0078,8,69.28,61.68,7.6,Oui
V0030267,20201205,PH0052,PR0096,10,442.8,165.1,277.7,Non
V0030268,20211226,PH0039,PR0021,6,119.1,58.8,60.3,Non
V0030269,20230512,PH0074,PR0136,19,150.1,561.45,-411.35,Oui
V0030270,20221225,PH0074,PR0086,10,348.1,125.8,222.3,Non
V0030271,20220428,PH0047,PR0089,4,22.48,74.6,-52.12,Oui
V0030272,20200203,PH0040,PR0012,15,727.35,415.05,312.3,Oui
V0030273,20200531,PH0012,PR0119,5,139.95,33.15,106.8,Oui
