CleDate,Date,Annee,Trimestre,MoisNumero,MoisNom,AnneeMois
20230119,19/01/2023,2023,1,1,January,2023-01
20230120,20/01/2023,2023,1,1,January,2023-01
20230121,21/01/2023,2023,1,1,January,2023-01
20230122,22/01/2023,2023,1,1,January,2023-01
20230123,23/01/2023,2023,1,1,January,2023-01
20230124,24/01/2023,2023,1,1,January,2023-01
20230125,25/01/2023,2023,1,1,January,2023-01
20230126,26/01/2023,2023,1,1,January,2023-01
20230127,27/01/2023,2023,1,1,January,2023-01
20230128,28/01/2023,2023,1,1,January,2023-01
20230129,29/01/2023,2023,1,1,January,2023-01
20230130,30/01/2023,2023,1,1,January,2023-01
20230131,31/01/2023,2023,1,1,January,2023-01
20230201,01/02/2023,2023,1,2,February,2023-02
20230202,02/02/2023,2023,1,2,February,2023-02
20230203,03/02/2023,2023,1,2,February,2023-02
20230204,04/02/2023,2023,1,2,February,2023-02
20230205,05/02/2023,2023,1,2,February,2023-02
20230206,06/02/2023,2023,1,2,February,2023-02
20230207,07/02/2023,2023,1,2,February,2023-02
20230208,08/02/2023,2023,1,2,February,2023-02
20230209,09/02/2023,2023,1,2,February,2023-02
20230210,10/02/2023,2023,1,2,February,2023-02
20230211,11/02/2023,2023,1,2,February,2023-02
20230212,12/02/2023,2023,1,2,February,2023-02
20230213,13/02/2023,2023,1,2,February,2023-02
20230214,14/02/2023,2023,1,2,February,2023-02
20230215,15/02/2023,2023,1,2,February,2023-02
20230216,16/02/2023,2023,1,2,February,2023-02
20230217,17/02/2023,2023,1,2,February,2023-02
20230218,18/02/2023,2023,1,2,February,2023-02
20230219,19/02/2023,2023,1,2,February,2023-02
20230220,20/02/2023,2023,1,2,February,2023-02
20230221,21/02/2023,2023,1,2,February,2023-02
20230222,22/02/2023,2023,1,2,February,2023-02
20230223,23/02/2023,2023,1,2,February,2023-02
20230224,24/02/2023,2023,1,2,February,2023-02
20230225,25/02/2023,2023,1,2,February,2023-02
20230226,26/02/2023,2023,1,2,February,2023-02
20230227,27/02/2023,2023,1,2,February,2023-02
20230228,28/02/2023,2023,1,2,February,2023-02
20230301,01/03/2023,2023,1,3,March,2023-03
20230302,02/03/2023,2023,1,3,March,2023-03
20230303,03/03/2023,2023,1,3,March,2023-03
20230304,04/03/2023,2023,1,3,March,2023-03
20230305,05/03/2023,2023,1,3,March,2023-03
20230306,06/03/2023,2023,1,3,March,2023-03
20230307,07/03/2023,2023,1,3,March,2023-03
20230308,08/03/2023,2023,1,3,March,2023-03
20230309,09/03/2023,2023,1,3,March,2023-03
20230310,10/03/2023,2023,1,3,March,2023-03
20230311,11/03/2023,2023,1,3,March,2023-03
20230312,12/03/2023,2023,1,3,March,2023-03
20230313,13/03/2023,2023,1,3,March,2023-03
20230314,14/03/2023,2023,1,3,March,2023-03
20230315,15/03/2023,2023,1,3,March,2023-03
20230316,16/03/2023,2023,1,3,March,2023-03
20230317,17/03/2023,2023,1,3,March,2023-03
20230318,18/03/2023,2023,1,3,March,2023-03
20230319,19/03/2023,2023,1,3,March,2023-03
20230320,20/03/2023,2023,1,3,March,2023-03
20230321,21/03/2023,2023,1,3,March,2023-03
20230322,22/03/2023,2023,1,3,March,2023-03
20230323,23/03/2023,2023,1,3,March,2023-03
20230324,24/03/2023,2023,1,3,March,2023-03
20230325,25/03/2023,2023,1,3,March,2023-03
20230326,26/03/2023,2023,1,3,March,2023-03
20230327,27/03/2023,2023,1,3,March,2023-03
20230328,28/03/2023,2023,1,3,March,2023-03
20230329,29/03/2023,2023,1,3,March,2023-03
20230330,30/03/2023,2023,1,3,March,2023-03
20230331,31/03/2023,2023,1,3,March,2023-03
20230401,01/04/2023,2023,2,4,April,2023-04
20230402,02/04/2023,2023,2,4,April,2023-04
20230403,03/04/2023,2023,2,4,April,2023-04
20230404,04/04/2023,2023,2,4,April,2023-04
20230405,05/04/2023,2023,2,4,April,2023-04
20230406,06/04/2023,2023,2,4,April,2023-04
20230407,07/04/2023,2023,2,4,April,2023-04
20230408,08/04/2023,2023,2,4,April,2023-04
20230409,09/04/2023,2023,2,4,April,2023-04
20230410,10/04/2023,2023,2,4,April,2023-04
20230411,11/04/2023,2023,2,4,April,2023-04
20230412,12/04/2023,2023,2,4,April,2023-04
20230413,13/04/2023,2023,2,4,April,2023-04
20230414,14/04/2023,2023,2,4,April,2023-04
20230415,15/04/2023,2023,2,4,April,2023-04
20230416,16/04/2023,2023,2,4,April,2023-04
20230417,17/04/2023,2023,2,4,April,2023-04
20230418,18/04/2023,2023,2,4,April,2023-04
20230419,19/04/2023,2023,2,4,April,2023-04
20230420,20/04/2023,2023,2,4,April,2023-04
20230421,21/04/2023,2023,2,4,April,2023-04
20230422,22/04/2023,2023,2,4,April,2023-04
20230423,23/04/2023,2023,2,4,April,2023-04
20230424,24/04/2023,2023,2,4,April,2023-04
20230425,25/04/2023,2023,2,4,April,2023-04
20230426,26/04/2023,2023,2,4,April,2023-04
20230427,27/04/2023,2023,2,4,April,2023-04
20230428,28/04/2023,2023,2,4,April,2023-04
20230429,29/04/2023,2023,2,4,April,2023-04
20230430,30/04/2023,2023,2,4,April,2023-04
20230501,01/05/2023,2023,2,5,May,2023-05
20230502,02/05/2023,2023,2,5,May,2023-05
20230503,03/05/2023,2023,2,5,May,2023-05
20230504,04/05/2023,2023,2,5,May,2023-05
20230505,05/05/2023,2023,2,5,May,2023-05
20230506,06/05/2023,2023,2,5,May,2023-05
20230507,07/05/2023,2023,2,5,May,2023-05
20230508,08/05/2023,2023,2,5,May,2023-05
20230509,09/05/2023,2023,2,5,May,2023-05
20230510,10/05/2023,2023,2,5,May,2023-05
20230511,11/05/2023,2023,2,5,May,2023-05
20230512,12/05/2023,2023,2,5,May,2023-05
20230513,13/05/2023,2023,2,5,May,2023-05
20230514,14/05/2023,2023,2,5,May,2023-05
20230515,15/05/2023,2023,2,5,May,2023-05
20230516,16/05/2023,2023,2,5,May,2023-05
20230517,17/05/2023,2023,2,5,May,2023-05
20230518,18/05/2023,2023,2,5,May,2023-05
20230519,19/05/2023,2023,2,5,May,2023-05
20230520,20/05/2023,2023,2,5,May,2023-05
20230521,21/05/2023,2023,2,5,May,2023-05
20230522,22/05/2023,2023,2,5,May,2023-05
20230523,23/05/2023,2023,2,5,May,2023-05
20230524,24/05/2023,2023,2,5,May,2023-05
20230525,25/05/2023,2023,2,5,May,2023-05
20230526,26/05/2023,2023,2,5,May,2023-05
20230527,27/05/2023,2023,2,5,May,2023-05
20230528,28/05/2023,2023,2,5,May,2023-05
20230529,29/05/2023,2023,2,5,May,2023-05
20230530,30/05/2023,2023,2,5,May,2023-05
20230531,31/05/2023,2023,2,5,May,2023-05
20230601,01/06/2023,2023,2,6,June,2023-06
20230602,02/06/2023,2023,2,6,June,2023-06
20230603,03/06/2023,2023,2,6,June,2023-06
20230604,04/06/2023,2023,2,6,June,2023-06
20230605,05/06/2023,2023,2,6,June,2023-06
20230606,06/06/2023,2023,2,6,June,2023-06
20230607,07/06/2023,2023,2,6,June,2023-06
20230608,08/06/2023,2023,2,6,June,2023-06
20230609,09/06/2023,2023,2,6,June,2023-06
20230610,10/06/2023,2023,2,6,June,2023-06
20230611,11/06/2023,2023,2,6,June,2023-06
20230612,12/06/2023,2023,2,6,June,2023-06
20230613,13/06/2023,2023,2,6,June,2023-06
20230614,14/06/2023,2023,2,6,June,2023-06
20230615,15/06/2023,2023,2,6,June,2023-06
20230616,16/06/2023,2023,2,6,June,2023-06
20230617,17/06/2023,2023,2,6,June,2023-06
20230618,18/06/2023,2023,2,6,June,2023-06
20230619,19/06/2023,2023,2,6,June,2023-06
20230620,20/06/2023,2023,2,6,June,2023-06
20230621,21/06/2023,2023,2,6,June,2023-06
20230622,22/06/2023,2023,2,6,June,2023-06
20230623,23/06/2023,2023,2,6,June,2023-06
20230624,24/06/2023,2023,2,6,June,2023-06
20230625,25/06/2023,2023,2,6,June,2023-06
20230626,26/06/2023,2023,2,6,June,2023-06
20230627,27/06/2023,2023,2,6,June,2023-06
20230628,28/06/2023,2023,2,6,June,2023-06
20230629,29/06/2023,2023,2,6,June,2023-06
20230630,30/06/2023,2023,2,6,June,2023-06
20230701,01/07/2023,2023,3,7,July,2023-07
20230702,02/07/2023,2023,3,7,July,2023-07
20230703,03/07/2023,2023,3,7,July,2023-07
20230704,04/07/2023,2023,3,7,July,2023-07
20230705,05/07/2023,2023,3,7,July,2023-07
20230706,06/07/2023,2023,3,7,July,2023-07
20230707,07/07/2023,2023,3,7,July,2023-07
20230708,08/07/2023,2023,3,7,July,2023-07
20230709,09/07/2023,2023,3,7,July,2023-07
20230710,10/07/2023,2023,3,7,July,2023-07
20230711,11/07/2023,2023,3,7,July,2023-07
20230712,12/07/2023,2023,3,7,July,2023-07
20230713,13/07/2023,2023,3,7,July,2023-07
20230714,14/07/2023,2023,3,7,July,2023-07
20230715,15/07/2023,2023,3,7,July,2023-07
20230716,16/07/2023,2023,3,7,July,2023-07
20230717,17/07/2023,2023,3,7,July,2023-07
20230718,18/07/2023,2023,3,7,July,2023-07
20230719,19/07/2023,2023,3,7,July,2023-07
20230720,20/07/2023,2023,3,7,July,2023-07
20230721,21/07/2023,2023,3,7,July,2023-07
20230722,22/07/2023,2023,3,7,July,2023-07
20230723,23/07/2023,2023,3,7,July,2023-07
20230724,24/07/2023,2023,3,7,July,2023-07
20230725,25/07/2023,2023,3,7,July,2023-07
20230726,26/07/2023,2023,3,7,July,2023-07
20230727,27/07/2023,2023,3,7,July,2023-07
20230728,28/07/2023,2023,3,7,July,2023-07
20230729,29/07/2023,2023,3,7,July,2023-07
20230730,30/07/2023,2023,3,7,July,2023-07
20230731,31/07/2023,2023,3,7,July,2023-07
20230801,01/08/2023,2023,3,8,August,2023-08
20230802,02/08/2023,2023,3,8,August,2023-08
20230803,03/08/2023,2023,3,8,August,2023-08
20230804,04/08/2023,2023,3,8,August,2023-08
20230805,05/08/2023,2023,3,8,August,2023-08
20230806,06/08/2023,2023,3,8,August,2023-08
20230807,07/08/2023,2023,3,8,August,2023-08
20230808,08/08/2023,2023,3,8,August,2023-08
20230809,09/08/2023,2023,3,8,August,2023-08
20230810,10/08/2023,2023,3,8,August,2023-08
20230811,11/08/2023,2023,3,8,August,2023-08
20230812,12/08/2023,2023,3,8,August,2023-08
20230813,13/08/2023,2023,3,8,August,2023-08
20230814,14/08/2023,2023,3,8,August,2023-08
20230815,15/08/2023,2023,3,8,August,2023-08
20230816,16/08/2023,2023,3,8,August,2023-08
20230817,17/08/2023,2023,3,8,August,2023-08
20230818,18/08/2023,2023,3,8,August,2023-08
20230819,19/08/2023,2023,3,8,August,2023-08
20230820,20/08/2023,2023,3,8,August,2023-08
20230821,21/08/2023,2023,3,8,August,2023-08
20230822,22/08/2023,2023,3,8,August,2023-08
20230823,23/08/2023,2023,3,8,August,2023-08
20230824,24/08/2023,2023,3,8,August,2023-08
20230825,25/08/2023,2023,3,8,August,2023-08
20230826,26/08/2023,2023,3,8,August,2023-08
20230827,27/08/2023,2023,3,8,August,2023-08
20230828,28/08/2023,2023,3,8,August,2023-08
20230829,29/08/2023,2023,3,8,August,2023-08
20230830,30/08/2023,2023,3,8,August,2023-08
20230831,31/08/2023,2023,3,8,August,2023-08
20230901,01/09/2023,2023,3,9,September,2023-09
20230902,02/09/2023,2023,3,9,September,2023-09
20230903,03/09/2023,2023,3,9,September,2023-09
20230904,04/09/2023,2023,3,9,September,2023-09
20230905,05/09/2023,2023,3,9,September,2023-09
20230906,06/09/2023,2023,3,9,September,2023-09
20230907,07/09/2023,2023,3,9,September,2023-09
20230908,08/09/2023,2023,3,9,September,2023-09
20230909,09/09/2023,2023,3,9,September,2023-09
20230910,10/09/2023,2023,3,9,September,2023-09
20230911,11/09/2023,2023,3,9,September,2023-09
20230912,12/09/2023,2023,3,9,September,2023-09
20230913,13/09/2023,2023,3,9,September,2023-09
20230914,14/09/2023,2023,3,9,September,2023-09
20230915,15/09/2023,2023,3,9,September,2023-09
20230916,16/09/2023,2023,3,9,September,2023-09
20230917,17/09/2023,2023,3,9,September,2023-09
20230918,18/09/2023,2023,3,9,September,2023-09
20230919,19/09/2023,2023,3,9,September,2023-09
20230920,20/09/2023,2023,3,9,September,2023-09
20230921,21/09/2023,2023,3,9,September,2023-09
20230922,22/09/2023,2023,3,9,September,2023-09
20230923,23/09/2023,2023,3,9,September,2023-09
20230924,24/09/2023,2023,3,9,September,2023-09
20230925,25/09/2023,2023,3,9,September,2023-09
20230926,26/09/2023,2023,3,9,September,2023-09
20230927,27/09/2023,2023,3,9,September,2023-09
20230928,28/09/2023,2023,3,9,September,2023-09
20230929,29/09/2023,2023,3,9,September,2023-09
20230930,30/09/2023,2023,3,9,September,2023-09
20231001,01/10/2023,2023,4,10,October,2023-10
20231002,02/10/2023,2023,4,10,October,2023-10
20231003,03/10/2023,2023,4,10,October,2023-10
20231004,04/10/2023,2023,4,10,October,2023-10
20231005,05/10/2023,2023,4,10,October,2023-10
20231006,06/10/2023,2023,4,10,October,2023-10
20231007,07/10/2023,2023,4,10,October,2023-10
20231008,08/10/2023,2023,4,10,October,2023-10
20231009,09/10/2023,2023,4,10,October,2023-10
20231010,10/10/2023,2023,4,10,October,2023-10
20231011,11/10/2023,2023,4,10,October,2023-10
20231012,12/10/2023,2023,4,10,October,2023-10
20231013,13/10/2023,2023,4,10,October,2023-10
20231014,14/10/2023,2023,4,10,October,2023-10
20231015,15/10/2023,2023,4,10,October,2023-10
20231016,16/10/2023,2023,4,10,October,2023-10
20231017,17/10/2023,2023,4,10,October,2023-10
20231018,18/10/2023,2023,4,10,October,2023-10
20231019,19/10/2023,2023,4,10,October,2023-10
20231020,20/10/2023,2023,4,10,October,2023-10
20231021,21/10/2023,2023,4,10,October,2023-10
20231022,22/10/2023,2023,4,10,October,2023-10
20231023,23/10/2023,2023,4,10,October,2023-10
20231024,24/10/2023,2023,4,10,October,2023-10
20231025,25/10/2023,2023,4,10,October,2023-10
20231026,26/10/2023,2023,4,10,October,2023-10
20231027,27/10/2023,2023,4,10,October,2023-10
20231028,28/10/2023,2023,4,10,October,2023-10
20231029,29/10/2023,2023,4,10,October,2023-10
20231030,30/10/2023,2023,4,10,October,2023-10
20231031,31/10/2023,2023,4,10,October,2023-10
20231101,01/11/2023,2023,4,11,November,2023-11
20231102,02/11/2023,2023,4,11,November,2023-11
20231103,03/11/2023,2023,4,11,November,2023-11
20231104,04/11/2023,2023,4,11,November,2023-11
20231105,05/11/2023,2023,4,11,November,2023-11
20231106,06/11/2023,2023,4,11,November,2023-11
20231107,07/11/2023,2023,4,11,November,2023-11
20231108,08/11/2023,2023,4,11,November,2023-11
20231109,09/11/2023,2023,4,11,November,2023-11
20231110,10/11/2023,2023,4,11,November,2023-11
20231111,11/11/2023,2023,4,11,November,2023-11
20231112,12/11/2023,2023,4,11,November,2023-11
20231113,13/11/2023,2023,4,11,November,2023-11
20231114,14/11/2023,2023,4,11,November,2023-11
20231115,15/11/2023,2023,4,11,November,2023-11
20231116,16/11/2023,2023,4,11,November,2023-11
20231117,17/11/2023,2023,4,11,November,2023-11
20231118,18/11/2023,2023,4,11,November,2023-11
20231119,19/11/2023,2023,4,11,November,2023-11
20231120,20/11/2023,2023,4,11,November,2023-11
20231121,21/11/2023,2023,4,11,November,2023-11
20231122,22/11/2023,2023,4,11,November,2023-11
20231123,23/11/2023,2023,4,11,November,2023-11
20231124,24/11/2023,2023,4,11,November,2023-11
20231125,25/11/2023,2023,4,11,November,2023-11
20231126,26/11/2023,2023,4,11,November,2023-11
20231127,27/11/2023,2023,4,11,November,2023-11
20231128,28/11/2023,2023,4,11,November,2023-11
20231129,29/11/2023,2023,4,11,November,2023-11
20231130,30/11/2023,2023,4,11,November,2023-11
20231201,01/12/2023,2023,4,12,December,2023-12
20231202,02/12/2023,2023,4,12,December,2023-12
20231203,03/12/2023,2023,4,12,December,2023-12
20231204,04/12/2023,2023,4,12,December,2023-12
20231205,05/12/2023,2023,4,12,December,2023-12
20231206,06/12/2023,2023,4,12,December,2023-12
20231207,07/12/2023,2023,4,12,December,2023-12
20231208,08/12/2023,2023,4,12,December,2023-12
20231209,09/12/2023,2023,4,12,December,2023-12
20231210,10/12/2023,2023,4,12,December,2023-12
20231211,11/12/2023,2023,4,12,December,2023-12
20231212,12/12/2023,2023,4,12,December,2023-12
20231213,13/12/2023,2023,4,12,December,2023-12
20231214,14/12/2023,2023,4,12,December,2023-12
20231215,15/12/2023,2023,4,12,December,2023-12
20231216,16/12/2023,2023,4,12,December,2023-12
20231217,17/12/2023,2023,4,12,December,2023-12
20231218,18/12/2023,2023,4,12,December,2023-12
20231219,19/12/2023,2023,4,12,December,2023-12
20231220,20/12/2023,2023,4,12,December,2023-12
20231221,21/12/2023,2023,4,12,December,2023-12
20231222,22/12/2023,2023,4,12,December,2023-12
20231223,23/12/2023,2023,4,12,December,2023-12
20231224,24/12/2023,2023,4,12,December,2023-12
20231225,25/12/2023,2023,4,12,December,2023-12
20231226,26/12/2023,2023,4,12,December,2023-12
20231227,27/12/2023,2023,4,12,December,2023-12
20231228,28/12/2023,2023,4,12,December,2023-12
20231229,29/12/2023,2023,4,12,December,2023-12
20231230,30/12/2023,2023,4,12,December,2023-12
20231231,31/12/2023,2023,4,12,December,2023-12
